gene_symbol	mechanism	current_evidence_tier	phase8b_final_evidence_tier	tier_change	phase8b_audit_status	phase8b_reporting_class	evidence_components	orthology_component	locus_component	repeat_context_component	telomere_component	expression_component	artifact_risk_level	major_caveats	required_validation	supporting_files	claim_language_guardrail
PINK1	Mitochondrial biology and metabolism	Tier 2	Tier 2	UNCHANGED	TIER_RETAINED_PENDING_VALIDATION	PLAUSIBLE_LEAD_REQUIRES_VALIDATION	ORTHOLOGY_OR_CANDIDATE_MAPPING_PRESENT;PHASE7E_PHASE8A_RETINA_EXPRESSION_REVIEW	ORTHOLOGY_OR_CANDIDATE_MAPPING_PRESENT	LOCUS_NOT_TARGETED_BY_PHASE4E	REPEAT_CONTEXT_NOT_TARGETED_BY_PHASE5C	NOT_TELOMERE_PANEL_CANDIDATE	CAUTIOUS_TISSUE_SPECIFIC_SUPPORT	low	standard_validation_required	REQUIRES_VALIDATION: confirm orthology, domain integrity, and annotation consistency before biological interpretation.;Run read QC, quantify with recorded parameters, review multi-mapping and isoform/paralog ambiguity, and keep interpretation retina-specific.;Confirm expression-support interpretation with decoy-aware Salmon or genome-aligned counting for ambiguous loci before Phase 8 claims.;Do not upgrade biological evidence tier from expression alone.;Require orthology, locus identity, domain integrity, cross-resource support, and expression-reference validation before stronger claims.;Phase 8b final tier audit requires all mechanism-level claims to remain traceable to supporting tables and validation caveats.	ARAD_REFSEQ_2026;CMIL_REFSEQ_2021;RTYP_REFSEQ_2022;SCAN_REFSEQ_2026;SMIC_TOKYO_GENOME_2025;results\rnaseq\salmon\SRR32965275\quant.sf;results/rnaseq/phase7c_candidate_reference_validation.tsv;data/interim/rnaseq/phase7c/smic_tokyo.tx2gene.tsv;results/rnaseq/phase7d_candidate_expression_matrix.tsv;results/rnaseq/phase7d_salmon_quant_summary.tsv;results/orthology/candidate_duplication_audit.tsv;results/rnaseq/phase7e_candidate_expression_hardened.tsv;results/rnaseq/phase7e_run_qc_review.tsv;results/rnaseq/phase7e_parameter_review.tsv;results/evidence/phase8a_expression_support_evidence.tsv;results/evidence/phase8b_tier_audit.tsv	Phase 8b is a conservative audit layer. Do not infer mechanism, pathway activity, functional advantage, clinical relevance, causation, validated duplication, telomere length, or organism-wide aging from this table alone.
TFAM	Mitochondrial biology and metabolism	Tier 2	Tier 2	UNCHANGED	TIER_RETAINED_PENDING_VALIDATION	PLAUSIBLE_LEAD_REQUIRES_VALIDATION	ORTHOLOGY_OR_CANDIDATE_MAPPING_PRESENT;PHASE7E_PHASE8A_RETINA_EXPRESSION_REVIEW	ORTHOLOGY_OR_CANDIDATE_MAPPING_PRESENT	LOCUS_NOT_TARGETED_BY_PHASE4E	REPEAT_CONTEXT_NOT_TARGETED_BY_PHASE5C	NOT_TELOMERE_PANEL_CANDIDATE	CAUTIOUS_TISSUE_SPECIFIC_SUPPORT	low	standard_validation_required	REQUIRES_VALIDATION: confirm orthology, domain integrity, and annotation consistency before biological interpretation.;Run read QC, quantify with recorded parameters, review multi-mapping and isoform/paralog ambiguity, and keep interpretation retina-specific.;Confirm expression-support interpretation with decoy-aware Salmon or genome-aligned counting for ambiguous loci before Phase 8 claims.;Do not upgrade biological evidence tier from expression alone.;Require orthology, locus identity, domain integrity, cross-resource support, and expression-reference validation before stronger claims.;Phase 8b final tier audit requires all mechanism-level claims to remain traceable to supporting tables and validation caveats.	ARAD_REFSEQ_2026;CMIL_REFSEQ_2021;RTYP_REFSEQ_2022;SCAN_REFSEQ_2026;SMIC_TOKYO_GENOME_2025;results\rnaseq\salmon\SRR32965275\quant.sf;results/rnaseq/phase7c_candidate_reference_validation.tsv;data/interim/rnaseq/phase7c/smic_tokyo.tx2gene.tsv;results/rnaseq/phase7d_candidate_expression_matrix.tsv;results/rnaseq/phase7d_salmon_quant_summary.tsv;results/orthology/candidate_duplication_audit.tsv;results/rnaseq/phase7e_candidate_expression_hardened.tsv;results/rnaseq/phase7e_run_qc_review.tsv;results/rnaseq/phase7e_parameter_review.tsv;results/evidence/phase8a_expression_support_evidence.tsv;results/evidence/phase8b_tier_audit.tsv	Phase 8b is a conservative audit layer. Do not infer mechanism, pathway activity, functional advantage, clinical relevance, causation, validated duplication, telomere length, or organism-wide aging from this table alone.
TLR3	Immune and inflammatory regulation	Tier 2	Tier 2	UNCHANGED	TIER_RETAINED_PENDING_VALIDATION	PLAUSIBLE_LEAD_REQUIRES_VALIDATION	ORTHOLOGY_OR_CANDIDATE_MAPPING_PRESENT;PHASE7E_PHASE8A_RETINA_EXPRESSION_REVIEW	ORTHOLOGY_OR_CANDIDATE_MAPPING_PRESENT	LOCUS_NOT_TARGETED_BY_PHASE4E	REPEAT_CONTEXT_NOT_TARGETED_BY_PHASE5C	NOT_TELOMERE_PANEL_CANDIDATE	CAUTIOUS_TISSUE_SPECIFIC_SUPPORT	low	standard_validation_required	REQUIRES_VALIDATION: confirm orthology, domain integrity, and annotation consistency before biological interpretation.;Run read QC, quantify with recorded parameters, review multi-mapping and isoform/paralog ambiguity, and keep interpretation retina-specific.;Confirm expression-support interpretation with decoy-aware Salmon or genome-aligned counting for ambiguous loci before Phase 8 claims.;Do not upgrade biological evidence tier from expression alone.;Require orthology, locus identity, domain integrity, cross-resource support, and expression-reference validation before stronger claims.;Phase 8b final tier audit requires all mechanism-level claims to remain traceable to supporting tables and validation caveats.	ARAD_REFSEQ_2026;CMIL_REFSEQ_2021;RTYP_REFSEQ_2022;SCAN_REFSEQ_2026;SMIC_TOKYO_GENOME_2025;results\rnaseq\salmon\SRR32965275\quant.sf;results/rnaseq/phase7c_candidate_reference_validation.tsv;data/interim/rnaseq/phase7c/smic_tokyo.tx2gene.tsv;results/rnaseq/phase7d_candidate_expression_matrix.tsv;results/rnaseq/phase7d_salmon_quant_summary.tsv;results/orthology/candidate_duplication_audit.tsv;results/rnaseq/phase7e_candidate_expression_hardened.tsv;results/rnaseq/phase7e_run_qc_review.tsv;results/rnaseq/phase7e_parameter_review.tsv;results/evidence/phase8a_expression_support_evidence.tsv;results/evidence/phase8b_tier_audit.tsv	Phase 8b is a conservative audit layer. Do not infer mechanism, pathway activity, functional advantage, clinical relevance, causation, validated duplication, telomere length, or organism-wide aging from this table alone.
TLR4	Immune and inflammatory regulation	Artifact/uncertain	Artifact/uncertain	UNCHANGED	TIER_RETAINED_AS_ARTIFACT_UNCERTAIN	ARTIFACT_UNCERTAIN_DO_NOT_CLAIM_BIOLOGICALLY	ORTHOLOGY_OR_CANDIDATE_MAPPING_PRESENT;PHASE7E_PHASE8A_RETINA_EXPRESSION_REVIEW	ORTHOLOGY_OR_CANDIDATE_MAPPING_PRESENT	LOCUS_NOT_TARGETED_BY_PHASE4E	REPEAT_CONTEXT_NOT_TARGETED_BY_PHASE5C	NOT_TELOMERE_PANEL_CANDIDATE	NO_POSITIVE_EXPRESSION_SUPPORT_USED	high	high_artifact_risk;NO_POSITIVE_EXPRESSION_SUPPORT_USED	ANNOTATION_UNCERTAINTY: do not infer absence;validate with reciprocal similarity searches, protein-to-genome alignment, and manual annotation review.;Run read QC, quantify with recorded parameters, review multi-mapping and isoform/paralog ambiguity, and keep interpretation retina-specific.;Confirm expression-support interpretation with decoy-aware Salmon or genome-aligned counting for ambiguous loci before Phase 8 claims.;Do not upgrade biological evidence tier from expression alone.;Require orthology, locus identity, domain integrity, cross-resource support, and expression-reference validation before stronger claims.;Phase 8b final tier audit requires all mechanism-level claims to remain traceable to supporting tables and validation caveats.	results\rnaseq\salmon\SRR32965275\quant.sf;results/rnaseq/phase7c_candidate_reference_validation.tsv;data/interim/rnaseq/phase7c/smic_tokyo.tx2gene.tsv;results/rnaseq/phase7d_candidate_expression_matrix.tsv;results/rnaseq/phase7d_salmon_quant_summary.tsv;results/orthology/candidate_duplication_audit.tsv;results/rnaseq/phase7e_candidate_expression_hardened.tsv;results/rnaseq/phase7e_run_qc_review.tsv;results/rnaseq/phase7e_parameter_review.tsv;results/evidence/phase8a_expression_support_evidence.tsv;results/evidence/phase8b_tier_audit.tsv	Phase 8b is a conservative audit layer. Do not infer mechanism, pathway activity, functional advantage, clinical relevance, causation, validated duplication, telomere length, or organism-wide aging from this table alone.
TNF	Immune and inflammatory regulation	Artifact/uncertain	Artifact/uncertain	UNCHANGED	TIER_RETAINED_AS_ARTIFACT_UNCERTAIN	ARTIFACT_UNCERTAIN_DO_NOT_CLAIM_BIOLOGICALLY	ORTHOLOGY_OR_CANDIDATE_MAPPING_PRESENT;PHASE7E_PHASE8A_RETINA_EXPRESSION_REVIEW	ORTHOLOGY_OR_CANDIDATE_MAPPING_PRESENT	LOCUS_NOT_TARGETED_BY_PHASE4E	REPEAT_CONTEXT_NOT_TARGETED_BY_PHASE5C	NOT_TELOMERE_PANEL_CANDIDATE	NO_POSITIVE_EXPRESSION_SUPPORT_USED	high	high_artifact_risk;NO_POSITIVE_EXPRESSION_SUPPORT_USED	ANNOTATION_UNCERTAINTY: do not infer absence;validate with reciprocal similarity searches, protein-to-genome alignment, and manual annotation review.;Run read QC, quantify with recorded parameters, review multi-mapping and isoform/paralog ambiguity, and keep interpretation retina-specific.;Confirm expression-support interpretation with decoy-aware Salmon or genome-aligned counting for ambiguous loci before Phase 8 claims.;Do not upgrade biological evidence tier from expression alone.;Require orthology, locus identity, domain integrity, cross-resource support, and expression-reference validation before stronger claims.;Phase 8b final tier audit requires all mechanism-level claims to remain traceable to supporting tables and validation caveats.	results\rnaseq\salmon\SRR32965275\quant.sf;results/rnaseq/phase7c_candidate_reference_validation.tsv;data/interim/rnaseq/phase7c/smic_tokyo.tx2gene.tsv;results/rnaseq/phase7d_candidate_expression_matrix.tsv;results/rnaseq/phase7d_salmon_quant_summary.tsv;results/orthology/candidate_duplication_audit.tsv;results/rnaseq/phase7e_candidate_expression_hardened.tsv;results/rnaseq/phase7e_run_qc_review.tsv;results/rnaseq/phase7e_parameter_review.tsv;results/evidence/phase8a_expression_support_evidence.tsv;results/evidence/phase8b_tier_audit.tsv	Phase 8b is a conservative audit layer. Do not infer mechanism, pathway activity, functional advantage, clinical relevance, causation, validated duplication, telomere length, or organism-wide aging from this table alone.
LRRFIP1	Immune and inflammatory regulation	Artifact/uncertain	Artifact/uncertain	UNCHANGED	TIER_RETAINED_AS_ARTIFACT_UNCERTAIN	ARTIFACT_UNCERTAIN_DO_NOT_CLAIM_BIOLOGICALLY	ORTHOLOGY_OR_CANDIDATE_MAPPING_PRESENT;PHASE7E_PHASE8A_RETINA_EXPRESSION_REVIEW	ORTHOLOGY_OR_CANDIDATE_MAPPING_PRESENT	LOCUS_NOT_TARGETED_BY_PHASE4E	REPEAT_CONTEXT_NOT_TARGETED_BY_PHASE5C	NOT_TELOMERE_PANEL_CANDIDATE	NO_POSITIVE_EXPRESSION_SUPPORT_USED	high	high_artifact_risk;NO_POSITIVE_EXPRESSION_SUPPORT_USED	ANNOTATION_UNCERTAINTY: do not infer absence;validate with reciprocal similarity searches, protein-to-genome alignment, and manual annotation review.;Run read QC, quantify with recorded parameters, review multi-mapping and isoform/paralog ambiguity, and keep interpretation retina-specific.;Confirm expression-support interpretation with decoy-aware Salmon or genome-aligned counting for ambiguous loci before Phase 8 claims.;Do not upgrade biological evidence tier from expression alone.;Require orthology, locus identity, domain integrity, cross-resource support, and expression-reference validation before stronger claims.;Phase 8b final tier audit requires all mechanism-level claims to remain traceable to supporting tables and validation caveats.	results\rnaseq\salmon\SRR32965275\quant.sf;results/rnaseq/phase7c_candidate_reference_validation.tsv;data/interim/rnaseq/phase7c/smic_tokyo.tx2gene.tsv;results/rnaseq/phase7d_candidate_expression_matrix.tsv;results/rnaseq/phase7d_salmon_quant_summary.tsv;results/orthology/candidate_duplication_audit.tsv;results/rnaseq/phase7e_candidate_expression_hardened.tsv;results/rnaseq/phase7e_run_qc_review.tsv;results/rnaseq/phase7e_parameter_review.tsv;results/evidence/phase8a_expression_support_evidence.tsv;results/evidence/phase8b_tier_audit.tsv	Phase 8b is a conservative audit layer. Do not infer mechanism, pathway activity, functional advantage, clinical relevance, causation, validated duplication, telomere length, or organism-wide aging from this table alone.
HSPA8	Proteostasis and autophagy	Artifact/uncertain	Artifact/uncertain	UNCHANGED	TIER_RETAINED_AS_ARTIFACT_UNCERTAIN	ARTIFACT_UNCERTAIN_DO_NOT_CLAIM_BIOLOGICALLY	ORTHOLOGY_OR_CANDIDATE_MAPPING_PRESENT;PHASE7E_PHASE8A_RETINA_EXPRESSION_REVIEW	ORTHOLOGY_OR_CANDIDATE_MAPPING_PRESENT	LOCUS_NOT_TARGETED_BY_PHASE4E	REPEAT_CONTEXT_NOT_TARGETED_BY_PHASE5C	NOT_TELOMERE_PANEL_CANDIDATE	NO_POSITIVE_EXPRESSION_SUPPORT_USED	high	high_artifact_risk;NO_POSITIVE_EXPRESSION_SUPPORT_USED	ANNOTATION_UNCERTAINTY: do not infer absence;validate with reciprocal similarity searches, protein-to-genome alignment, and manual annotation review.;Run read QC, quantify with recorded parameters, review multi-mapping and isoform/paralog ambiguity, and keep interpretation retina-specific.;Confirm expression-support interpretation with decoy-aware Salmon or genome-aligned counting for ambiguous loci before Phase 8 claims.;Do not upgrade biological evidence tier from expression alone.;Require orthology, locus identity, domain integrity, cross-resource support, and expression-reference validation before stronger claims.;Phase 8b final tier audit requires all mechanism-level claims to remain traceable to supporting tables and validation caveats.	results\rnaseq\salmon\SRR32965275\quant.sf;results/rnaseq/phase7c_candidate_reference_validation.tsv;data/interim/rnaseq/phase7c/smic_tokyo.tx2gene.tsv;results/rnaseq/phase7d_candidate_expression_matrix.tsv;results/rnaseq/phase7d_salmon_quant_summary.tsv;results/orthology/candidate_duplication_audit.tsv;results/rnaseq/phase7e_candidate_expression_hardened.tsv;results/rnaseq/phase7e_run_qc_review.tsv;results/rnaseq/phase7e_parameter_review.tsv;results/evidence/phase8a_expression_support_evidence.tsv;results/evidence/phase8b_tier_audit.tsv	Phase 8b is a conservative audit layer. Do not infer mechanism, pathway activity, functional advantage, clinical relevance, causation, validated duplication, telomere length, or organism-wide aging from this table alone.
HSP90AA1	Proteostasis and autophagy	Tier 2	Tier 2	UNCHANGED	TIER_RETAINED_PENDING_VALIDATION	PLAUSIBLE_LEAD_REQUIRES_VALIDATION	ORTHOLOGY_OR_CANDIDATE_MAPPING_PRESENT;PHASE7E_PHASE8A_RETINA_EXPRESSION_REVIEW	ORTHOLOGY_OR_CANDIDATE_MAPPING_PRESENT	LOCUS_NOT_TARGETED_BY_PHASE4E	REPEAT_CONTEXT_NOT_TARGETED_BY_PHASE5C	NOT_TELOMERE_PANEL_CANDIDATE	CAUTIOUS_TISSUE_SPECIFIC_SUPPORT	moderate	standard_validation_required	REQUIRES_VALIDATION: confirm orthology, domain integrity, and annotation consistency before biological interpretation.;Run read QC, quantify with recorded parameters, review multi-mapping and isoform/paralog ambiguity, and keep interpretation retina-specific.;Confirm expression-support interpretation with decoy-aware Salmon or genome-aligned counting for ambiguous loci before Phase 8 claims.;Do not upgrade biological evidence tier from expression alone.;Require orthology, locus identity, domain integrity, cross-resource support, and expression-reference validation before stronger claims.;Phase 8b final tier audit requires all mechanism-level claims to remain traceable to supporting tables and validation caveats.	ARAD_REFSEQ_2026;CMIL_REFSEQ_2021;RTYP_REFSEQ_2022;SCAN_REFSEQ_2026;SMIC_TOKYO_GENOME_2025;results\rnaseq\salmon\SRR32965275\quant.sf;results/rnaseq/phase7c_candidate_reference_validation.tsv;data/interim/rnaseq/phase7c/smic_tokyo.tx2gene.tsv;results/rnaseq/phase7d_candidate_expression_matrix.tsv;results/rnaseq/phase7d_salmon_quant_summary.tsv;results/orthology/candidate_duplication_audit.tsv;results/rnaseq/phase7e_candidate_expression_hardened.tsv;results/rnaseq/phase7e_run_qc_review.tsv;results/rnaseq/phase7e_parameter_review.tsv;results/evidence/phase8a_expression_support_evidence.tsv;results/evidence/phase8b_tier_audit.tsv	Phase 8b is a conservative audit layer. Do not infer mechanism, pathway activity, functional advantage, clinical relevance, causation, validated duplication, telomere length, or organism-wide aging from this table alone.
ATG5	Proteostasis and autophagy	Tier 2	Tier 2	UNCHANGED	TIER_RETAINED_PENDING_VALIDATION	PLAUSIBLE_LEAD_REQUIRES_VALIDATION	ORTHOLOGY_OR_CANDIDATE_MAPPING_PRESENT;PHASE7E_PHASE8A_RETINA_EXPRESSION_REVIEW	ORTHOLOGY_OR_CANDIDATE_MAPPING_PRESENT	LOCUS_NOT_TARGETED_BY_PHASE4E	REPEAT_CONTEXT_NOT_TARGETED_BY_PHASE5C	NOT_TELOMERE_PANEL_CANDIDATE	CAUTIOUS_TISSUE_SPECIFIC_SUPPORT	low	standard_validation_required	REQUIRES_VALIDATION: confirm orthology, domain integrity, and annotation consistency before biological interpretation.;Run read QC, quantify with recorded parameters, review multi-mapping and isoform/paralog ambiguity, and keep interpretation retina-specific.;Confirm expression-support interpretation with decoy-aware Salmon or genome-aligned counting for ambiguous loci before Phase 8 claims.;Do not upgrade biological evidence tier from expression alone.;Require orthology, locus identity, domain integrity, cross-resource support, and expression-reference validation before stronger claims.;Phase 8b final tier audit requires all mechanism-level claims to remain traceable to supporting tables and validation caveats.	ARAD_REFSEQ_2026;CMIL_REFSEQ_2021;RTYP_REFSEQ_2022;SCAN_REFSEQ_2026;SMIC_TOKYO_GENOME_2025;results\rnaseq\salmon\SRR32965275\quant.sf;results/rnaseq/phase7c_candidate_reference_validation.tsv;data/interim/rnaseq/phase7c/smic_tokyo.tx2gene.tsv;results/rnaseq/phase7d_candidate_expression_matrix.tsv;results/rnaseq/phase7d_salmon_quant_summary.tsv;results/orthology/candidate_duplication_audit.tsv;results/rnaseq/phase7e_candidate_expression_hardened.tsv;results/rnaseq/phase7e_run_qc_review.tsv;results/rnaseq/phase7e_parameter_review.tsv;results/evidence/phase8a_expression_support_evidence.tsv;results/evidence/phase8b_tier_audit.tsv	Phase 8b is a conservative audit layer. Do not infer mechanism, pathway activity, functional advantage, clinical relevance, causation, validated duplication, telomere length, or organism-wide aging from this table alone.
SQSTM1	Proteostasis and autophagy	Tier 2	Tier 2	UNCHANGED	TIER_RETAINED_PENDING_VALIDATION	PLAUSIBLE_LEAD_REQUIRES_VALIDATION	ORTHOLOGY_OR_CANDIDATE_MAPPING_PRESENT;PHASE7E_PHASE8A_RETINA_EXPRESSION_REVIEW	ORTHOLOGY_OR_CANDIDATE_MAPPING_PRESENT	LOCUS_NOT_TARGETED_BY_PHASE4E	REPEAT_CONTEXT_NOT_TARGETED_BY_PHASE5C	NOT_TELOMERE_PANEL_CANDIDATE	CAUTIOUS_TISSUE_SPECIFIC_SUPPORT	low	standard_validation_required	REQUIRES_VALIDATION: confirm orthology, domain integrity, and annotation consistency before biological interpretation.;Run read QC, quantify with recorded parameters, review multi-mapping and isoform/paralog ambiguity, and keep interpretation retina-specific.;Confirm expression-support interpretation with decoy-aware Salmon or genome-aligned counting for ambiguous loci before Phase 8 claims.;Do not upgrade biological evidence tier from expression alone.;Require orthology, locus identity, domain integrity, cross-resource support, and expression-reference validation before stronger claims.;Phase 8b final tier audit requires all mechanism-level claims to remain traceable to supporting tables and validation caveats.	ARAD_REFSEQ_2026;CMIL_REFSEQ_2021;RTYP_REFSEQ_2022;SCAN_REFSEQ_2026;SMIC_TOKYO_GENOME_2025;results\rnaseq\salmon\SRR32965275\quant.sf;results/rnaseq/phase7c_candidate_reference_validation.tsv;data/interim/rnaseq/phase7c/smic_tokyo.tx2gene.tsv;results/rnaseq/phase7d_candidate_expression_matrix.tsv;results/rnaseq/phase7d_salmon_quant_summary.tsv;results/orthology/candidate_duplication_audit.tsv;results/rnaseq/phase7e_candidate_expression_hardened.tsv;results/rnaseq/phase7e_run_qc_review.tsv;results/rnaseq/phase7e_parameter_review.tsv;results/evidence/phase8a_expression_support_evidence.tsv;results/evidence/phase8b_tier_audit.tsv	Phase 8b is a conservative audit layer. Do not infer mechanism, pathway activity, functional advantage, clinical relevance, causation, validated duplication, telomere length, or organism-wide aging from this table alone.
RH1	Tissue-specific preservation	Artifact/uncertain	Artifact/uncertain	UNCHANGED	TIER_RETAINED_AS_ARTIFACT_UNCERTAIN	ARTIFACT_UNCERTAIN_DO_NOT_CLAIM_BIOLOGICALLY	ORTHOLOGY_OR_CANDIDATE_MAPPING_PRESENT;PHASE7E_PHASE8A_RETINA_EXPRESSION_REVIEW	ORTHOLOGY_OR_CANDIDATE_MAPPING_PRESENT	LOCUS_NOT_TARGETED_BY_PHASE4E	REPEAT_CONTEXT_NOT_TARGETED_BY_PHASE5C	NOT_TELOMERE_PANEL_CANDIDATE	NO_POSITIVE_EXPRESSION_SUPPORT_USED	high	high_artifact_risk;NO_POSITIVE_EXPRESSION_SUPPORT_USED	ANNOTATION_UNCERTAINTY: do not infer absence;validate with reciprocal similarity searches, protein-to-genome alignment, and manual annotation review.;Run read QC, quantify with recorded parameters, review multi-mapping and isoform/paralog ambiguity, and keep interpretation retina-specific.;Confirm expression-support interpretation with decoy-aware Salmon or genome-aligned counting for ambiguous loci before Phase 8 claims.;Do not upgrade biological evidence tier from expression alone.;Require orthology, locus identity, domain integrity, cross-resource support, and expression-reference validation before stronger claims.;Phase 8b final tier audit requires all mechanism-level claims to remain traceable to supporting tables and validation caveats.	results\rnaseq\salmon\SRR32965275\quant.sf;results/rnaseq/phase7c_candidate_reference_validation.tsv;data/interim/rnaseq/phase7c/smic_tokyo.tx2gene.tsv;results/rnaseq/phase7d_candidate_expression_matrix.tsv;results/rnaseq/phase7d_salmon_quant_summary.tsv;results/orthology/candidate_duplication_audit.tsv;results/rnaseq/phase7e_candidate_expression_hardened.tsv;results/rnaseq/phase7e_run_qc_review.tsv;results/rnaseq/phase7e_parameter_review.tsv;results/evidence/phase8a_expression_support_evidence.tsv;results/evidence/phase8b_tier_audit.tsv	Phase 8b is a conservative audit layer. Do not infer mechanism, pathway activity, functional advantage, clinical relevance, causation, validated duplication, telomere length, or organism-wide aging from this table alone.
SAG	Tissue-specific preservation	Artifact/uncertain	Artifact/uncertain	UNCHANGED	TIER_RETAINED_AS_ARTIFACT_UNCERTAIN	ARTIFACT_UNCERTAIN_DO_NOT_CLAIM_BIOLOGICALLY	ORTHOLOGY_OR_CANDIDATE_MAPPING_PRESENT;PHASE7E_PHASE8A_RETINA_EXPRESSION_REVIEW	ORTHOLOGY_OR_CANDIDATE_MAPPING_PRESENT	LOCUS_NOT_TARGETED_BY_PHASE4E	REPEAT_CONTEXT_NOT_TARGETED_BY_PHASE5C	NOT_TELOMERE_PANEL_CANDIDATE	NO_POSITIVE_EXPRESSION_SUPPORT_USED	high	high_artifact_risk;NO_POSITIVE_EXPRESSION_SUPPORT_USED	ANNOTATION_UNCERTAINTY: do not infer absence;validate with reciprocal similarity searches, protein-to-genome alignment, and manual annotation review.;Run read QC, quantify with recorded parameters, review multi-mapping and isoform/paralog ambiguity, and keep interpretation retina-specific.;Confirm expression-support interpretation with decoy-aware Salmon or genome-aligned counting for ambiguous loci before Phase 8 claims.;Do not upgrade biological evidence tier from expression alone.;Require orthology, locus identity, domain integrity, cross-resource support, and expression-reference validation before stronger claims.;Phase 8b final tier audit requires all mechanism-level claims to remain traceable to supporting tables and validation caveats.	results\rnaseq\salmon\SRR32965275\quant.sf;results/rnaseq/phase7c_candidate_reference_validation.tsv;data/interim/rnaseq/phase7c/smic_tokyo.tx2gene.tsv;results/rnaseq/phase7d_candidate_expression_matrix.tsv;results/rnaseq/phase7d_salmon_quant_summary.tsv;results/orthology/candidate_duplication_audit.tsv;results/rnaseq/phase7e_candidate_expression_hardened.tsv;results/rnaseq/phase7e_run_qc_review.tsv;results/rnaseq/phase7e_parameter_review.tsv;results/evidence/phase8a_expression_support_evidence.tsv;results/evidence/phase8b_tier_audit.tsv	Phase 8b is a conservative audit layer. Do not infer mechanism, pathway activity, functional advantage, clinical relevance, causation, validated duplication, telomere length, or organism-wide aging from this table alone.
GNAT1	Tissue-specific preservation	Tier 2	Tier 2	UNCHANGED	TIER_RETAINED_PENDING_VALIDATION	PLAUSIBLE_LEAD_REQUIRES_VALIDATION	ORTHOLOGY_OR_CANDIDATE_MAPPING_PRESENT;PHASE7E_PHASE8A_RETINA_EXPRESSION_REVIEW	ORTHOLOGY_OR_CANDIDATE_MAPPING_PRESENT	LOCUS_NOT_TARGETED_BY_PHASE4E	REPEAT_CONTEXT_NOT_TARGETED_BY_PHASE5C	NOT_TELOMERE_PANEL_CANDIDATE	CAUTIOUS_TISSUE_SPECIFIC_SUPPORT	low	standard_validation_required	REQUIRES_VALIDATION: confirm orthology, domain integrity, and annotation consistency before biological interpretation.;Run read QC, quantify with recorded parameters, review multi-mapping and isoform/paralog ambiguity, and keep interpretation retina-specific.;Confirm expression-support interpretation with decoy-aware Salmon or genome-aligned counting for ambiguous loci before Phase 8 claims.;Do not upgrade biological evidence tier from expression alone.;Require orthology, locus identity, domain integrity, cross-resource support, and expression-reference validation before stronger claims.;Phase 8b final tier audit requires all mechanism-level claims to remain traceable to supporting tables and validation caveats.	ARAD_REFSEQ_2026;CMIL_REFSEQ_2021;RTYP_REFSEQ_2022;SCAN_REFSEQ_2026;SMIC_TOKYO_GENOME_2025;results\rnaseq\salmon\SRR32965275\quant.sf;results/rnaseq/phase7c_candidate_reference_validation.tsv;data/interim/rnaseq/phase7c/smic_tokyo.tx2gene.tsv;results/rnaseq/phase7d_candidate_expression_matrix.tsv;results/rnaseq/phase7d_salmon_quant_summary.tsv;results/orthology/candidate_duplication_audit.tsv;results/rnaseq/phase7e_candidate_expression_hardened.tsv;results/rnaseq/phase7e_run_qc_review.tsv;results/rnaseq/phase7e_parameter_review.tsv;results/evidence/phase8a_expression_support_evidence.tsv;results/evidence/phase8b_tier_audit.tsv	Phase 8b is a conservative audit layer. Do not infer mechanism, pathway activity, functional advantage, clinical relevance, causation, validated duplication, telomere length, or organism-wide aging from this table alone.
